ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
741|35|Travel_Rarely|Research & Development|10|Other|2|Male|3|1|Laboratory Technician|4|Divorced|3917|1|No|20|3|4|2|3|2|1|2|No
742|42|Travel_Rarely|Sales|5|Marketing|4|Male|3|5|Manager|3|Married|18303|6|No|13|21|3|4|1|0|0|0|No
743|50|Travel_Rarely|Research & Development|9|Life Sciences|1|Male|3|1|Laboratory Technician|4|Married|2380|4|No|18|8|5|3|1|0|0|0|No
744|59|Travel_Rarely|Research & Development|2|Life Sciences|3|Female|2|4|Manufacturing Director|4|Single|13726|3|Yes|13|30|4|3|5|3|4|3|No
745|37|Travel_Rarely|Research & Development|11|Medical|1|Female|1|2|Healthcare Representative|2|Married|4777|5|No|15|15|2|1|1|0|0|0|Yes
746|55|Travel_Frequently|Research & Development|18|Medical|3|Male|3|2|Healthcare Representative|2|Married|6385|3|Yes|14|17|3|3|8|7|6|7|No
747|41|Non-Travel|Research & Development|7|Life Sciences|2|Female|1|5|Research Director|3|Divorced|19973|1|No|22|21|3|3|21|16|5|10|No
748|38|Travel_Rarely|Sales|3|Life Sciences|2|Male|3|2|Sales Executive|4|Single|6861|8|Yes|12|19|1|3|1|0|0|0|No
749|26|Non-Travel|Sales|29|Medical|2|Male|1|2|Sales Executive|1|Single|4969|8|No|18|7|6|3|2|2|2|2|Yes
750|52|Travel_Rarely|Sales|2|Marketing|1|Female|1|5|Manager|4|Married|19845|1|No|15|33|3|3|32|14|6|9|Yes
751|44|Travel_Rarely|Sales|28|Medical|4|Female|4|4|Sales Executive|4|Married|13320|3|Yes|18|23|2|3|12|11|11|11|No
752|50|Non-Travel|Sales|1|Life Sciences|4|Female|3|2|Sales Executive|3|Married|6347|0|No|12|19|3|3|18|7|0|13|No
753|36|Travel_Rarely|Research & Development|16|Life Sciences|3|Female|4|1|Laboratory Technician|1|Single|2743|1|No|16|18|1|3|17|13|15|14|Yes
754|39|Travel_Frequently|Research & Development|22|Medical|4|Female|3|3|Manufacturing Director|1|Single|10880|1|Yes|13|21|2|3|21|6|2|8|No
755|33|Non-Travel|Sales|8|Life Sciences|2|Female|2|1|Sales Representative|4|Single|2342|0|No|19|3|2|2|2|2|2|2|No
756|45|Travel_Rarely|Sales|11|Life Sciences|4|Female|3|4|Manager|4|Married|17650|3|No|13|26|4|4|9|3|1|1|No
757|32|Non-Travel|Research & Development|29|Medical|4|Female|3|1|Laboratory Technician|3|Single|4025|9|No|12|10|2|3|8|7|7|7|No
758|34|Travel_Rarely|Sales|1|Marketing|2|Male|4|2|Sales Executive|4|Divorced|9725|0|No|11|16|2|2|15|1|0|9|No
759|59|Travel_Rarely|Sales|1|Technical Degree|2|Male|3|3|Manager|4|Married|11904|3|Yes|14|14|1|1|6|4|0|4|No
760|45|Travel_Rarely|Human Resources|24|Medical|2|Male|3|1|Human Resources|2|Single|2177|1|No|16|6|3|3|6|3|0|4|No
761|53|Travel_Frequently|Sales|2|Marketing|3|Female|2|3|Sales Executive|2|Married|7525|2|No|12|30|2|3|15|7|6|12|No
762|36|Travel_Rarely|Research & Development|15|Other|1|Male|3|2|Laboratory Technician|3|Divorced|4834|7|No|14|9|3|2|1|0|0|0|Yes
763|26|Travel_Frequently|Research & Development|2|Life Sciences|1|Male|3|1|Research Scientist|1|Married|2042|6|Yes|14|6|2|3|3|2|1|2|Yes
764|34|Travel_Rarely|Sales|10|Life Sciences|3|Female|3|1|Sales Representative|3|Married|2220|1|Yes|19|1|2|3|1|1|0|0|No
765|28|Travel_Rarely|Sales|10|Medical|4|Male|3|1|Sales Representative|2|Married|1052|1|No|22|1|5|3|1|0|0|0|No
766|38|Travel_Frequently|Research & Development|3|Other|3|Male|3|1|Research Scientist|3|Married|2821|3|No|16|8|2|3|2|2|2|2|No
767|50|Travel_Rarely|Research & Development|2|Medical|2|Male|3|5|Research Director|3|Married|19237|2|Yes|11|29|2|2|8|1|7|7|No
768|37|Travel_Rarely|Research & Development|3|Other|4|Female|3|2|Healthcare Representative|2|Single|4107|3|No|15|8|3|2|4|3|0|1|No
769|40|Travel_Rarely|Sales|26|Marketing|3|Male|3|2|Sales Executive|1|Married|8396|1|No|14|8|3|2|7|7|7|5|No
770|26|Travel_Frequently|Research & Development|1|Medical|1|Female|2|1|Research Scientist|3|Divorced|2007|1|No|13|5|5|3|5|3|1|3|No
771|46|Travel_Rarely|Research & Development|1|Medical|4|Male|3|5|Research Director|4|Divorced|19627|9|No|17|23|0|3|2|2|2|2|No
772|54|Travel_Rarely|Sales|2|Life Sciences|3|Female|2|3|Sales Executive|3|Married|10686|6|No|11|13|4|3|9|4|7|0|No
773|56|Travel_Frequently|Research & Development|9|Medical|1|Female|3|1|Research Scientist|3|Married|2942|2|No|19|18|4|3|5|4|0|3|No
774|36|Travel_Rarely|Research & Development|12|Medical|4|Female|2|3|Manufacturing Director|4|Single|8858|0|No|11|15|2|2|14|8|7|8|No
775|55|Non-Travel|Research & Development|2|Medical|3|Male|2|4|Manager|1|Single|16756|7|No|15|31|3|4|9|7|6|2|No
776|43|Travel_Rarely|Sales|25|Medical|3|Male|2|3|Sales Executive|4|Divorced|10798|5|No|13|18|5|3|1|0|0|0|No
777|20|Travel_Frequently|Sales|9|Marketing|4|Female|3|1|Sales Representative|4|Single|2323|1|Yes|14|2|3|3|2|2|0|2|Yes
778|21|Travel_Rarely|Research & Development|10|Life Sciences|3|Female|2|1|Laboratory Technician|1|Single|1416|1|No|13|1|6|2|1|0|1|0|Yes
779|46|Travel_Rarely|Research & Development|8|Life Sciences|4|Female|2|2|Research Scientist|1|Divorced|4615|8|Yes|23|19|2|3|16|13|1|7|No
780|51|Travel_Rarely|Research & Development|4|Life Sciences|1|Male|3|1|Research Scientist|3|Married|2461|9|Yes|12|18|2|4|10|0|2|7|Yes
781|28|Non-Travel|Research & Development|24|Technical Degree|2|Male|2|3|Healthcare Representative|1|Single|8722|1|No|12|10|2|2|10|7|1|9|Yes
782|26|Travel_Rarely|Research & Development|1|Medical|1|Male|2|1|Laboratory Technician|1|Married|3955|1|No|16|6|2|3|5|3|1|3|No
783|30|Travel_Rarely|Research & Development|20|Other|3|Male|3|2|Manufacturing Director|1|Married|9957|0|No|15|7|1|2|6|2|0|2|No
784|41|Travel_Rarely|Research & Development|7|Technical Degree|2|Female|4|1|Research Scientist|3|Married|3376|1|No|13|10|3|3|10|6|0|8|No
785|38|Travel_Rarely|Research & Development|17|Life Sciences|3|Female|2|3|Healthcare Representative|3|Married|8823|0|No|18|20|4|2|19|9|1|9|No
786|40|Travel_Rarely|Research & Development|20|Technical Degree|1|Male|3|3|Healthcare Representative|4|Married|10322|4|No|20|14|6|3|11|10|11|1|No
787|27|Non-Travel|Research & Development|8|Life Sciences|1|Male|1|1|Laboratory Technician|3|Married|4621|1|No|19|3|4|3|3|2|1|2|No
788|55|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|3|3|Manufacturing Director|2|Married|10976|3|No|18|23|4|3|3|2|1|2|No
789|28|Travel_Rarely|Research & Development|10|Other|3|Female|3|2|Research Scientist|3|Single|3660|3|No|13|10|4|4|8|7|1|7|No
790|44|Travel_Rarely|Human Resources|1|Medical|2|Male|2|3|Human Resources|1|Married|10482|9|No|14|24|1|3|20|6|3|6|Yes
791|33|Travel_Rarely|Research & Development|5|Life Sciences|4|Male|2|3|Healthcare Representative|4|Divorced|7119|4|No|15|9|2|3|3|2|1|2|No
792|35|Travel_Rarely|Sales|4|Technical Degree|4|Male|3|3|Sales Executive|1|Single|9582|0|Yes|22|9|2|3|8|7|4|7|Yes
793|33|Travel_Frequently|Research & Development|29|Medical|1|Female|2|2|Research Scientist|3|Single|4508|1|No|22|14|4|3|13|7|3|8|Yes
794|28|Travel_Rarely|Research & Development|15|Life Sciences|1|Male|3|1|Laboratory Technician|3|Divorced|2207|1|No|16|4|5|2|4|2|2|2|No
795|34|Travel_Frequently|Research & Development|3|Life Sciences|1|Male|3|2|Healthcare Representative|4|Single|7756|0|No|17|7|1|2|6|2|0|4|No
796|37|Travel_Rarely|Sales|10|Life Sciences|4|Female|2|2|Sales Executive|4|Divorced|6694|2|Yes|14|8|5|3|1|0|0|0|No
797|25|Travel_Rarely|Research & Development|4|Technical Degree|4|Male|3|1|Laboratory Technician|4|Married|3691|1|Yes|15|7|3|4|7|7|5|6|Yes
798|26|Travel_Rarely|Research & Development|21|Medical|1|Male|3|1|Laboratory Technician|3|Divorced|2377|1|No|20|1|0|2|1|1|0|0|Yes
799|33|Travel_Rarely|Research & Development|25|Medical|1|Male|2|1|Research Scientist|2|Single|2313|4|Yes|20|5|0|3|2|2|2|2|Yes
800|42|Travel_Rarely|Research & Development|2|Medical|4|Male|3|4|Manager|1|Married|17665|0|No|17|23|3|3|22|6|13|7|No
801|28|Travel_Frequently|Research & Development|1|Medical|1|Male|2|1|Laboratory Technician|2|Divorced|2596|1|No|15|1|2|3|1|0|0|0|Yes
802|50|Travel_Frequently|Sales|1|Other|4|Male|3|2|Sales Executive|3|Single|4728|3|Yes|14|5|4|3|0|0|0|0|Yes
803|33|Travel_Frequently|Sales|7|Life Sciences|4|Female|3|2|Sales Executive|2|Married|4302|0|No|17|4|3|3|3|2|0|2|No
804|34|Non-Travel|Research & Development|3|Life Sciences|3|Male|2|1|Research Scientist|4|Married|2979|3|No|17|6|2|3|0|0|0|0|No
805|48|Non-Travel|Research & Development|1|Medical|1|Male|4|4|Manager|4|Single|16885|2|No|22|27|3|2|5|4|2|1|No
806|45|Non-Travel|Sales|9|Life Sciences|2|Female|2|2|Sales Executive|3|Married|5593|1|No|13|15|2|3|15|10|4|12|No
807|52|Travel_Rarely|Research & Development|7|Life Sciences|2|Male|3|3|Healthcare Representative|2|Single|10445|7|No|19|18|4|3|8|6|4|0|No
808|38|Travel_Rarely|Sales|10|Marketing|3|Male|2|3|Sales Executive|3|Divorced|8740|0|Yes|14|9|2|3|8|7|2|7|No
809|29|Travel_Rarely|Research & Development|28|Life Sciences|3|Female|3|1|Research Scientist|4|Divorced|2514|4|No|22|11|1|3|7|5|1|7|No
810|28|Travel_Rarely|Research & Development|3|Medical|4|Female|3|3|Manufacturing Director|2|Divorced|7655|0|No|17|10|3|2|9|7|1|7|No
811|46|Travel_Rarely|Sales|3|Marketing|1|Male|3|4|Manager|3|Married|17465|3|No|12|23|3|3|12|9|4|9|No
812|38|Travel_Rarely|Sales|2|Marketing|4|Male|3|3|Sales Executive|2|Single|7351|7|No|16|10|2|3|1|0|0|0|No
813|43|Travel_Frequently|Research & Development|27|Life Sciences|3|Female|3|3|Manufacturing Director|1|Married|10820|8|No|11|18|1|3|8|7|0|1|No
814|39|Travel_Frequently|Research & Development|2|Life Sciences|1|Male|3|4|Healthcare Representative|4|Divorced|12169|7|No|11|21|4|3|18|7|11|5|Yes
815|40|Travel_Rarely|Research & Development|14|Medical|3|Male|2|5|Research Director|3|Single|19626|1|No|14|21|2|4|20|7|4|9|No
816|21|Travel_Rarely|Research & Development|1|Technical Degree|4|Female|2|1|Research Scientist|2|Single|2070|1|Yes|11|2|6|4|2|2|2|2|No
817|39|Non-Travel|Research & Development|9|Life Sciences|3|Male|3|2|Laboratory Technician|2|Single|6782|9|No|15|9|2|2|5|4|0|3|No
818|36|Non-Travel|Research & Development|18|Life Sciences|1|Male|3|2|Manufacturing Director|4|Single|7779|2|No|20|18|0|3|11|9|0|9|No
819|31|Travel_Frequently|Sales|20|Life Sciences|3|Male|4|1|Sales Representative|4|Married|2791|0|No|12|3|4|3|2|2|2|2|No
820|28|Travel_Rarely|Research & Development|2|Life Sciences|1|Male|2|1|Research Scientist|2|Married|3201|0|No|17|6|2|1|5|3|0|4|No
821|35|Travel_Frequently|Sales|11|Marketing|4|Male|3|2|Sales Executive|4|Divorced|4968|1|No|11|5|3|3|5|2|0|2|No
822|49|Travel_Rarely|Sales|8|Technical Degree|4|Male|2|4|Sales Executive|2|Married|13120|6|No|17|22|3|3|9|8|2|3|No
823|34|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|3|2|Manufacturing Director|3|Single|4033|2|No|11|5|3|2|3|2|0|2|No
824|29|Travel_Frequently|Research & Development|10|Life Sciences|4|Female|3|1|Research Scientist|2|Divorced|3291|0|No|14|8|2|2|7|5|1|1|No
825|42|Travel_Rarely|Research & Development|29|Medical|2|Male|1|2|Laboratory Technician|4|Single|4272|4|No|19|16|3|3|1|0|0|0|No
826|29|Travel_Rarely|Research & Development|8|Medical|2|Male|2|2|Manufacturing Director|4|Married|5056|1|Yes|15|10|2|2|10|7|1|2|No
827|38|Travel_Rarely|Human Resources|1|Human Resources|3|Male|4|1|Human Resources|3|Married|2844|1|No|13|7|2|4|7|6|5|0|No
828|28|Travel_Frequently|Research & Development|6|Life Sciences|3|Male|2|1|Research Scientist|3|Divorced|2703|1|Yes|14|3|2|3|3|1|0|2|No
829|18|Non-Travel|Research & Development|8|Medical|3|Male|3|1|Laboratory Technician|3|Single|1904|1|No|12|0|0|3|0|0|0|0|Yes
830|33|Travel_Rarely|Sales|9|Marketing|1|Female|3|2|Sales Executive|1|Single|8224|0|Yes|17|6|3|3|5|2|0|3|Yes
831|41|Travel_Rarely|Research & Development|12|Life Sciences|2|Male|3|1|Laboratory Technician|4|Married|4766|3|Yes|11|6|4|3|1|0|0|0|No
832|31|Travel_Frequently|Research & Development|15|Medical|3|Male|3|1|Laboratory Technician|3|Married|2610|1|No|12|2|5|2|2|2|2|2|Yes
833|37|Travel_Rarely|Research & Development|25|Medical|3|Female|2|2|Healthcare Representative|4|Divorced|5731|7|No|13|9|2|3|6|2|1|3|No
834|27|Travel_Rarely|Research & Development|6|Life Sciences|4|Male|2|1|Research Scientist|3|Married|2539|1|No|13|4|0|3|4|2|2|2|No
835|34|Travel_Rarely|Sales|9|Life Sciences|2|Female|3|2|Sales Executive|3|Married|5714|1|No|20|6|3|2|6|5|1|3|No
836|35|Travel_Rarely|Human Resources|8|Technical Degree|3|Male|3|1|Human Resources|3|Single|4323|1|No|17|6|2|1|5|4|1|4|No
837|29|Travel_Rarely|Sales|23|Life Sciences|4|Female|2|3|Sales Executive|1|Married|7336|1|No|13|11|3|1|11|8|3|10|Yes
838|40|Travel_Frequently|Research & Development|9|Medical|2|Female|3|3|Research Director|3|Single|13499|9|No|17|20|3|2|18|7|2|13|No
839|42|Travel_Frequently|Sales|12|Life Sciences|3|Male|3|4|Sales Executive|1|Single|13758|0|Yes|12|22|2|2|21|9|13|14|Yes
840|42|Travel_Rarely|Sales|4|Marketing|2|Male|3|2|Sales Executive|1|Single|5155|7|No|13|9|3|4|6|4|1|5|No
841|35|Travel_Rarely|Research & Development|1|Medical|4|Male|2|1|Laboratory Technician|3|Married|2258|6|No|12|10|2|3|8|0|1|7|No
842|24|Travel_Rarely|Research & Development|24|Medical|4|Male|3|1|Laboratory Technician|2|Single|3597|8|No|22|6|2|3|4|3|1|2|No
843|28|Travel_Rarely|Research & Development|12|Life Sciences|3|Female|3|1|Laboratory Technician|4|Married|2515|1|Yes|11|1|4|2|1|1|0|0|Yes
844|26|Travel_Rarely|Research & Development|3|Medical|1|Male|4|1|Laboratory Technician|4|Married|4420|1|No|22|8|2|3|8|7|0|7|No
845|30|Travel_Rarely|Sales|10|Marketing|3|Male|2|2|Sales Executive|3|Married|6578|1|No|18|10|3|3|10|3|1|4|No
846|40|Travel_Frequently|Research & Development|26|Medical|3|Female|2|2|Research Scientist|4|Married|4422|3|Yes|13|16|3|1|1|1|0|0|No
847|35|Travel_Rarely|Research & Development|2|Life Sciences|3|Male|2|3|Manufacturing Director|2|Divorced|10274|2|No|18|15|2|4|7|7|6|4|No
848|34|Travel_Frequently|Research & Development|1|Medical|4|Male|2|2|Healthcare Representative|1|Single|5343|0|No|20|14|3|3|13|9|4|9|No
849|35|Travel_Frequently|Research & Development|4|Other|4|Male|2|1|Laboratory Technician|4|Married|2376|1|No|13|2|2|4|2|2|2|2|No
850|43|Travel_Rarely|Sales|9|Marketing|1|Female|1|2|Sales Executive|3|Single|5346|8|No|13|7|2|2|4|3|1|3|Yes
851|32|Non-Travel|Sales|2|Life Sciences|3|Female|3|1|Sales Representative|1|Divorced|2827|1|No|12|1|3|3|1|0|0|0|No
852|56|Travel_Rarely|Research & Development|4|Technical Degree|4|Female|3|5|Manager|1|Divorced|19943|4|No|13|28|2|3|5|2|4|2|No
853|29|Travel_Rarely|Research & Development|6|Medical|2|Female|3|1|Laboratory Technician|4|Married|3131|1|No|13|10|5|3|10|8|0|8|No
854|19|Travel_Rarely|Research & Development|9|Life Sciences|3|Male|3|1|Research Scientist|1|Single|2552|1|No|25|1|4|3|1|1|0|0|No
855|45|Travel_Rarely|Research & Development|7|Medical|1|Female|3|1|Research Scientist|3|Married|4477|4|Yes|19|7|2|2|3|2|0|2|No
856|37|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|2|2|Manufacturing Director|4|Married|6474|1|No|13|14|2|2|14|8|3|11|No
857|20|Travel_Rarely|Research & Development|3|Life Sciences|1|Male|2|1|Laboratory Technician|3|Single|3033|1|No|12|2|2|2|2|2|1|2|No
858|44|Travel_Rarely|Research & Development|10|Life Sciences|3|Male|3|1|Research Scientist|3|Single|2936|1|Yes|11|6|4|3|6|4|0|2|Yes
859|53|Travel_Rarely|Research & Development|7|Medical|4|Female|3|5|Manager|3|Divorced|18606|3|No|18|26|6|3|7|7|4|7|No
860|29|Travel_Rarely|Research & Development|15|Life Sciences|2|Female|1|1|Research Scientist|4|Married|2168|0|Yes|18|6|2|2|5|4|1|3|No
861|22|Travel_Frequently|Research & Development|3|Life Sciences|3|Male|2|1|Research Scientist|4|Married|2853|0|Yes|11|1|5|3|0|0|0|0|Yes
862|46|Travel_Rarely|Sales|2|Marketing|3|Female|3|4|Manager|1|Married|17048|8|No|23|28|2|3|26|15|15|9|No
863|44|Non-Travel|Research & Development|17|Life Sciences|4|Male|1|1|Research Scientist|3|Single|2290|2|No|13|6|3|3|0|0|0|0|No
864|33|Travel_Rarely|Human Resources|2|Human Resources|2|Male|3|1|Human Resources|3|Married|3600|1|No|13|5|2|3|5|4|1|4|No
865|41|Non-Travel|Research & Development|5|Life Sciences|1|Male|2|1|Research Scientist|1|Divorced|2107|6|No|17|5|2|1|1|0|0|0|Yes
866|30|Travel_Rarely|Sales|29|Life Sciences|3|Male|3|2|Sales Executive|1|Divorced|4115|8|No|19|8|3|3|4|3|0|3|No
867|40|Travel_Frequently|Sales|2|Medical|2|Male|3|2|Sales Executive|2|Married|4327|5|No|12|5|2|3|0|0|0|0|No
868|50|Travel_Frequently|Research & Development|2|Medical|4|Female|3|4|Manager|1|Married|17856|2|No|22|32|3|3|2|2|2|2|No
869|28|Travel_Rarely|Research & Development|19|Medical|4|Male|2|1|Laboratory Technician|1|Married|3196|1|No|12|6|2|3|6|5|3|3|No
870|46|Travel_Rarely|Research & Development|15|Life Sciences|4|Male|3|5|Research Director|2|Married|19081|5|No|11|25|2|3|4|2|0|3|No
871|35|Travel_Rarely|Sales|17|Life Sciences|3|Male|3|2|Sales Executive|1|Married|8966|3|Yes|15|15|2|3|7|7|1|7|No
872|24|Travel_Rarely|Research & Development|17|Life Sciences|4|Female|3|1|Laboratory Technician|2|Married|2210|1|No|13|1|3|1|1|0|0|0|Yes
873|33|Travel_Frequently|Sales|25|Medical|2|Female|3|2|Sales Executive|3|Married|4539|1|No|12|10|3|2|10|7|0|1|No
874|36|Travel_Rarely|Research & Development|6|Life Sciences|3|Male|1|1|Laboratory Technician|3|Divorced|2741|1|No|14|7|4|3|7|7|1|7|No
875|30|Travel_Rarely|Research & Development|7|Life Sciences|3|Male|3|2|Laboratory Technician|3|Divorced|3491|1|No|13|10|4|2|10|7|8|9|No
876|44|Travel_Rarely|Research & Development|29|Other|4|Male|3|2|Research Scientist|4|Single|4541|1|No|25|20|3|3|20|11|13|17|No
877|20|Travel_Rarely|Sales|21|Marketing|3|Male|4|1|Sales Representative|4|Single|2678|1|No|17|2|2|3|2|1|2|2|No
878|46|Travel_Rarely|Research & Development|2|Technical Degree|4|Male|3|2|Manufacturing Director|4|Divorced|7379|2|No|11|12|3|2|6|3|1|4|No
879|42|Non-Travel|Human Resources|2|Medical|4|Male|4|2|Human Resources|1|Married|6272|7|No|16|10|3|4|4|3|0|3|No
880|60|Travel_Rarely|Sales|7|Marketing|2|Male|4|2|Sales Executive|4|Divorced|5220|0|Yes|18|12|3|3|11|7|1|9|No
881|32|Travel_Frequently|Research & Development|13|Other|3|Female|2|1|Laboratory Technician|2|Married|2743|1|No|20|2|2|3|2|2|2|2|No
882|32|Travel_Frequently|Research & Development|2|Life Sciences|4|Female|3|2|Research Scientist|3|Single|4998|4|Yes|14|10|2|3|8|7|0|7|No
883|36|Travel_Rarely|Research & Development|1|Technical Degree|3|Female|1|3|Manufacturing Director|1|Divorced|10252|2|Yes|21|17|2|3|7|7|7|7|No
884|33|Travel_Rarely|Research & Development|9|Medical|1|Male|3|1|Research Scientist|4|Married|2781|0|No|13|15|5|3|14|10|4|10|No
885|40|Travel_Rarely|Sales|10|Technical Degree|2|Female|2|2|Sales Executive|2|Divorced|6852|7|No|12|7|2|4|5|1|1|3|No
886|25|Travel_Rarely|Sales|10|Life Sciences|3|Male|3|2|Sales Executive|4|Single|4950|0|No|14|5|4|3|4|3|1|1|No
887|30|Travel_Rarely|Research & Development|1|Medical|4|Male|3|1|Research Scientist|2|Married|3579|0|Yes|21|12|2|3|11|9|5|7|No
888|42|Travel_Frequently|Research & Development|26|Medical|1|Female|3|3|Research Director|1|Married|13191|3|Yes|17|20|6|3|1|0|0|0|No
889|35|Non-Travel|Sales|8|Marketing|3|Female|2|3|Sales Executive|4|Married|10377|4|Yes|11|16|6|2|13|2|4|12|No
890|27|Travel_Rarely|Research & Development|14|Life Sciences|1|Male|3|1|Research Scientist|1|Married|2235|1|Yes|14|9|3|2|9|7|6|8|No
891|54|Travel_Frequently|Research & Development|1|Life Sciences|4|Female|3|3|Manufacturing Director|3|Divorced|10502|7|No|17|33|2|1|5|4|1|4|No
892|44|Travel_Rarely|Research & Development|2|Life Sciences|1|Female|4|1|Research Scientist|4|Married|2011|1|No|13|10|5|3|10|5|7|7|No
893|19|Non-Travel|Research & Development|10|Medical|1|Female|2|1|Research Scientist|2|Single|1859|1|Yes|25|1|2|4|1|1|0|0|Yes
894|29|Travel_Rarely|Research & Development|1|Life Sciences|1|Female|3|1|Research Scientist|4|Divorced|3760|1|No|15|3|5|3|3|2|1|2|No
895|54|Travel_Rarely|Research & Development|3|Life Sciences|4|Male|3|4|Research Director|4|Married|17779|3|No|14|36|2|3|10|9|0|9|No
896|31|Travel_Rarely|Research & Development|11|Medical|3|Male|3|2|Healthcare Representative|1|Married|6833|1|Yes|12|6|2|2|6|5|0|1|No
897|31|Travel_Rarely|Research & Development|24|Medical|3|Female|2|2|Healthcare Representative|1|Single|6812|1|No|19|10|2|3|10|9|1|8|No
898|59|Travel_Rarely|Sales|3|Life Sciences|3|Female|2|2|Sales Executive|4|Single|5171|5|No|17|13|2|3|6|1|0|5|No
899|43|Travel_Rarely|Research & Development|3|Life Sciences|3|Male|1|5|Research Director|4|Married|19740|3|No|14|25|2|3|8|7|0|7|No
900|49|Travel_Rarely|Research & Development|4|Medical|1|Male|2|5|Manager|3|Married|18711|2|No|13|23|2|4|1|0|0|0|No
901|36|Travel_Frequently|Research & Development|3|Technical Degree|3|Male|3|1|Research Scientist|2|Married|3692|1|No|12|12|2|2|11|10|0|7|No
902|48|Travel_Rarely|Research & Development|2|Technical Degree|4|Male|4|1|Laboratory Technician|2|Single|2559|5|No|11|7|4|2|1|0|0|0|No
903|27|Travel_Rarely|Research & Development|4|Life Sciences|1|Male|3|1|Research Scientist|3|Divorced|2517|1|No|11|5|2|3|5|3|0|3|No
904|29|Travel_Rarely|Research & Development|7|Life Sciences|3|Male|3|2|Healthcare Representative|4|Divorced|6623|1|Yes|11|6|2|3|6|0|1|0|No
905|48|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|2|5|Research Director|4|Single|18265|6|No|12|25|3|4|1|0|0|0|No
906|29|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|2|4|Research Director|4|Divorced|16124|3|No|14|9|2|2|7|7|1|7|No
907|34|Travel_Rarely|Research & Development|20|Technical Degree|3|Female|4|1|Research Scientist|3|Married|2585|0|No|17|2|5|2|1|0|0|0|No
908|44|Travel_Rarely|Sales|5|Marketing|2|Male|3|5|Manager|2|Married|18213|7|No|11|26|5|3|22|9|3|10|No
909|33|Travel_Rarely|Sales|10|Marketing|4|Male|4|3|Sales Executive|3|Divorced|8380|0|Yes|14|10|3|3|9|8|0|8|No
910|19|Travel_Rarely|Research & Development|25|Life Sciences|2|Female|4|1|Research Scientist|4|Single|2994|1|Yes|12|1|2|3|1|0|0|1|No
911|23|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|3|1|Research Scientist|3|Married|1223|1|No|22|1|2|3|1|0|0|1|No
912|25|Travel_Frequently|Sales|24|Life Sciences|3|Male|1|1|Sales Representative|4|Single|1118|1|Yes|14|1|4|3|1|0|1|0|Yes
913|26|Travel_Rarely|Research & Development|4|Life Sciences|3|Male|3|1|Research Scientist|4|Single|2875|1|Yes|20|8|2|2|8|5|2|2|No
914|45|Travel_Rarely|Sales|2|Marketing|1|Female|1|5|Manager|2|Single|18824|2|Yes|16|26|2|3|24|10|1|11|Yes
915|55|Non-Travel|Research & Development|8|Medical|4|Male|2|4|Healthcare Representative|2|Divorced|13577|1|Yes|15|34|3|3|33|9|15|0|No
916|21|Travel_Frequently|Research & Development|10|Life Sciences|1|Female|2|1|Laboratory Technician|3|Single|2625|1|No|20|2|2|1|2|2|2|2|Yes
917|46|Travel_Rarely|Sales|4|Marketing|4|Female|2|5|Manager|2|Married|18789|2|No|14|26|2|3|11|4|0|8|No
918|34|Travel_Rarely|Sales|2|Marketing|3|Female|3|2|Sales Executive|1|Single|4538|0|Yes|12|4|3|3|3|2|0|2|No
919|51|Travel_Frequently|Sales|9|Life Sciences|4|Male|3|5|Manager|2|Divorced|19847|4|Yes|24|31|5|2|29|10|11|10|No
920|59|Travel_Rarely|Research & Development|18|Medical|4|Male|3|3|Manufacturing Director|4|Single|10512|6|No|12|25|6|2|9|7|5|4|No
921|34|Travel_Frequently|Research & Development|19|Medical|3|Female|3|2|Laboratory Technician|2|Divorced|4444|4|No|13|15|2|4|11|8|5|10|No
922|28|Travel_Frequently|Research & Development|1|Medical|4|Male|3|1|Laboratory Technician|3|Single|2154|0|Yes|11|5|2|2|4|2|0|2|No
923|44|Travel_Rarely|Research & Development|4|Life Sciences|3|Male|4|5|Manager|1|Divorced|19190|1|No|14|26|4|2|25|9|14|13|No
924|34|Travel_Frequently|Human Resources|11|Life Sciences|3|Male|2|2|Human Resources|2|Married|4490|4|No|11|14|5|4|10|9|1|8|No
925|35|Travel_Rarely|Research & Development|6|Life Sciences|3|Male|3|1|Research Scientist|3|Married|3506|0|Yes|14|4|3|3|3|2|2|2|No
926|42|Travel_Rarely|Research & Development|7|Medical|2|Female|4|2|Research Scientist|2|Married|2372|6|Yes|16|18|2|3|1|0|0|0|No
