ID|Mosha|Gjinia|Familja|Niveli_edukimit|Statusi_martesor|Te_Ardhurat_vjetore|Lloji_cc|Muajt_me_banken|Muajt_joaktiv_gjatevitit|sa_here_ka_kontaktuar_banken|CC_limiti|CC_shuma_perdorur|CC_shuma_paperdorur|Transaksioni_Fundit|Numri_transaksioneve|Indikatori_Largim
716352033|49|F|2|Graduate|Married|Less than $40K|Blue|39|3|3|2796|1035|1761|4869|78|Ekzistues
716643033|41|F|2|Graduate|Married|Less than $40K|Blue|31|3|3|2580|2137|443|2981|40|Larguar
711567333|43|M|1|High School|Single|$60K - $80K|Blue|31|3|2|2834|1720|1114|4581|70|Ekzistues
788756133|44|F|3|Unknown|Divorced|Less than $40K|Blue|24|1|2|2617|1508|1109|4400|60|Ekzistues
755437533|48|F|4|Graduate|Single|Less than $40K|Blue|41|3|2|1522|1273|249|5005|77|Ekzistues
713573508|41|M|4|Graduate|Unknown|$40K - $60K|Silver|32|2|4|16509|425|16084|1740|43|Larguar
709430508|40|M|4|High School|Unknown|$40K - $60K|Blue|32|2|3|7316|1335|5981|1849|50|Larguar
710645583|44|F|2|Uneducated|Single|Unknown|Blue|37|1|2|7627|1742|5885|4349|75|Ekzistues
714253983|44|M|3|Unknown|Married|$40K - $60K|Blue|36|2|3|9465|0|9465|3675|59|Ekzistues
771566208|48|M|3|College|Married|Less than $40K|Blue|36|1|2|8795|1318|7477|4681|74|Ekzistues
713314533|40|M|2|Unknown|Single|$60K - $80K|Blue|27|2|3|12283|0|12283|1993|41|Larguar
720725883|34|F|2|College|Single|Less than $40K|Blue|20|2|3|2715|1503|1212|4177|68|Ekzistues
708539583|44|F|3|Unknown|Married|Unknown|Blue|25|1|3|19897|2232|17665|3979|63|Ekzistues
716747283|44|F|2|Uneducated|Single|Less than $40K|Blue|36|2|2|2097|1224|873|5059|79|Ekzistues
787519683|41|F|2|Graduate|Single|Less than $40K|Blue|30|2|2|3028|2270|758|4727|78|Ekzistues
721044333|34|F|2|College|Single|Less than $40K|Blue|22|2|0|1695|761|934|4905|91|Ekzistues
713679633|41|F|3|Graduate|Married|Less than $40K|Blue|33|3|5|1438.3|0|1438.3|1813|51|Larguar
711126483|37|F|1|Graduate|Single|Less than $40K|Blue|28|3|3|1438.3|599|839.3|5136|76|Ekzistues
814191333|55|M|2|Unknown|Divorced|$120K +|Blue|50|4|3|24250|278|23972|2153|41|Larguar
715040208|49|F|2|Graduate|Single|Unknown|Blue|38|3|3|5076|871|4205|4115|72|Ekzistues
710769258|40|F|2|Graduate|Single|Unknown|Blue|27|2|3|4438|1513|2925|3895|75|Ekzistues
715227633|36|F|3|College|Single|Less than $40K|Blue|36|2|3|1964|0|1964|4240|60|Ekzistues
708635058|53|F|0|High School|Single|Less than $40K|Blue|44|1|1|1904|886|1018|4798|85|Ekzistues
709051533|46|F|1|Graduate|Married|$40K - $60K|Blue|26|3|0|2933|1569|1364|4956|92|Ekzistues
718940208|55|F|0|Graduate|Single|Unknown|Blue|44|1|3|18202|1841|16361|3551|68|Ekzistues
712361583|47|M|5|Graduate|Married|$80K - $120K|Silver|36|3|1|34516|760|33756|3756|67|Ekzistues
708390633|52|F|3|Graduate|Married|Less than $40K|Blue|44|5|3|2421|2312|109|4219|69|Ekzistues
720281508|44|F|2|Doctorate|Divorced|Less than $40K|Blue|34|1|2|2406|1491|915|4625|91|Ekzistues
720885558|51|F|2|High School|Single|$40K - $60K|Blue|37|1|1|2621|2426|195|4885|74|Ekzistues
709781208|34|F|0|Unknown|Married|Less than $40K|Blue|26|3|1|2291|0|2291|5409|82|Ekzistues
710086308|46|F|4|High School|Unknown|$40K - $60K|Blue|38|2|0|3645|1179|2466|4680|87|Ekzistues
713282733|37|F|2|Graduate|Single|$40K - $60K|Blue|24|3|1|3375|1730|1645|4341|64|Ekzistues
815812683|47|M|3|Unknown|Single|$120K +|Blue|42|3|2|8856|1433|7423|5072|77|Ekzistues
708204033|36|F|5|Unknown|Single|Less than $40K|Blue|24|1|1|2980|2093|887|4132|70|Ekzistues
720040158|47|M|3|Uneducated|Single|$60K - $80K|Blue|36|3|2|17656|0|17656|4633|71|Ekzistues
755996583|57|F|2|Uneducated|Single|Less than $40K|Blue|50|0|3|2475|0|2475|2574|43|Larguar
711359058|46|F|4|High School|Single|Less than $40K|Blue|33|2|2|3942|1711|2231|4622|71|Ekzistues
714064908|57|F|1|Graduate|Single|Less than $40K|Blue|36|2|3|1771|1289|482|4813|84|Ekzistues
717074283|45|F|3|Graduate|Divorced|Unknown|Blue|37|2|6|17678|0|17678|2566|49|Larguar
765847383|50|M|1|Graduate|Married|$120K +|Blue|43|5|3|20958|0|20958|4425|78|Ekzistues
789531633|53|F|4|Graduate|Single|Less than $40K|Blue|46|1|2|4117|777|3340|5218|88|Ekzistues
820593033|43|F|2|Graduate|Single|$40K - $60K|Silver|39|1|2|18524|1736|16788|4496|64|Ekzistues
710078358|36|M|4|Post-Graduate|Married|Less than $40K|Blue|26|1|1|2222|1291|931|4095|88|Ekzistues
715025208|56|F|2|College|Married|Less than $40K|Blue|46|3|3|3119|1778|1341|4168|63|Ekzistues
709596783|46|M|3|College|Married|$40K - $60K|Blue|34|1|2|1611|0|1611|4444|78|Ekzistues
715960308|53|F|1|Graduate|Divorced|Less than $40K|Blue|44|3|3|4090|2517|1573|2016|49|Larguar
716653758|55|M|0|Unknown|Single|$60K - $80K|Blue|36|3|3|1467|0|1467|4226|74|Ekzistues
787268733|52|F|1|Graduate|Married|$40K - $60K|Blue|46|1|2|2442|1507|935|4535|85|Ekzistues
789923058|53|F|1|High School|Married|$40K - $60K|Blue|44|3|3|1816|0|1816|2474|44|Larguar
771079833|40|F|3|High School|Single|Less than $40K|Blue|27|3|3|1438.3|0|1438.3|4332|78|Ekzistues
710507733|42|M|4|Graduate|Single|$60K - $80K|Blue|35|3|1|14958|1644|13314|4038|68|Ekzistues
779269158|43|F|2|Graduate|Married|Unknown|Blue|25|2|4|21961|0|21961|2237|39|Larguar
711627558|40|F|3|Uneducated|Single|Less than $40K|Blue|30|1|2|1625|912|713|3968|73|Ekzistues
710536983|49|F|0|Post-Graduate|Married|Less than $40K|Blue|36|3|3|3007|2517|490|4423|67|Ekzistues
712237458|47|M|3|Unknown|Married|$120K +|Blue|28|2|2|11629|802|10827|3752|78|Ekzistues
778289883|42|F|2|Graduate|Unknown|Less than $40K|Blue|32|3|3|1507|0|1507|2528|41|Larguar
714154533|45|F|3|High School|Single|Unknown|Blue|36|1|2|3111|1994|1117|4478|56|Ekzistues
803657133|60|M|1|Graduate|Single|$40K - $60K|Blue|54|3|3|1848|1408|440|4757|75|Ekzistues
769053033|44|F|1|Graduate|Single|$40K - $60K|Blue|38|2|5|4142|2517|1625|2104|44|Larguar
713613258|46|M|4|High School|Single|$80K - $120K|Blue|36|1|2|1438.3|0|1438.3|4461|71|Ekzistues
768544833|45|F|4|Uneducated|Single|Less than $40K|Blue|39|2|3|2202|1414|788|4531|77|Ekzistues
720782658|42|M|4|Graduate|Married|$60K - $80K|Blue|36|2|3|3591|1749|1842|5079|80|Ekzistues
768162108|49|M|3|College|Married|$120K +|Blue|43|3|3|4781|0|4781|2451|50|Larguar
710511858|58|F|0|Unknown|Married|Less than $40K|Blue|36|3|3|3832|1439|2393|4741|88|Ekzistues
714516033|53|M|3|High School|Married|$120K +|Blue|44|2|0|9025|1005|8020|4412|87|Ekzistues
788630958|44|M|2|Uneducated|Single|$40K - $60K|Blue|28|1|2|11627|0|11627|3264|67|Ekzistues
717646008|61|F|1|College|Married|Unknown|Blue|46|2|2|5686|0|5686|4338|67|Ekzistues
712290258|49|F|1|Unknown|Married|Less than $40K|Blue|40|1|3|2636|1840|796|4056|67|Ekzistues
716292033|37|F|4|High School|Single|Less than $40K|Blue|36|2|3|1438.3|0|1438.3|4815|84|Ekzistues
780372408|43|F|5|High School|Single|Less than $40K|Blue|33|2|2|4976|866|4110|4317|69|Ekzistues
720853158|38|F|3|High School|Single|Unknown|Blue|24|3|3|13951|1607|12344|4576|70|Ekzistues
823507833|44|M|4|High School|Single|$60K - $80K|Blue|40|3|2|14370|945|13425|4510|79|Ekzistues
711111633|60|M|1|High School|Single|$40K - $60K|Silver|49|2|2|21681|0|21681|3844|75|Ekzistues
709904508|59|F|0|Post-Graduate|Single|$40K - $60K|Blue|40|3|3|2634|1644|990|4190|71|Ekzistues
712022883|37|F|2|High School|Single|$40K - $60K|Blue|27|1|2|2204|919|1285|4555|82|Ekzistues
712173108|48|F|1|Unknown|Unknown|$40K - $60K|Blue|36|1|3|2447|1991|456|4228|82|Ekzistues
714156633|60|F|0|Unknown|Single|Unknown|Blue|36|3|2|3068|0|3068|4533|79|Ekzistues
714581358|48|F|3|Graduate|Single|Less than $40K|Blue|43|3|4|1502|0|1502|2204|36|Larguar
713256033|39|F|3|Uneducated|Single|Unknown|Blue|25|3|3|4181|1604|2577|3955|74|Ekzistues
825831933|52|F|3|High School|Married|Less than $40K|Blue|48|2|2|3136|1103|2033|4528|81|Ekzistues
720274158|42|F|4|High School|Married|Less than $40K|Blue|35|2|2|4478|1700|2778|3879|76|Ekzistues
772394883|60|F|1|Uneducated|Single|Unknown|Blue|50|6|3|7359|0|7359|2869|43|Larguar
794253108|52|M|4|Graduate|Single|$40K - $60K|Blue|46|3|2|13090|0|13090|3851|78|Ekzistues
720899883|44|F|1|High School|Married|$40K - $60K|Blue|35|2|2|6849|0|6849|3770|82|Ekzistues
714313608|36|F|4|Uneducated|Married|Less than $40K|Blue|36|3|0|4228|1886|2342|4356|74|Ekzistues
716602683|49|F|3|Graduate|Married|$40K - $60K|Blue|36|3|2|5678|2082|3596|5092|70|Ekzistues
715928808|42|F|2|High School|Married|Less than $40K|Blue|31|5|2|3964|1218|2746|4580|75|Ekzistues
771899433|48|M|3|Graduate|Married|$80K - $120K|Blue|37|2|4|7970|2434|5536|1263|27|Larguar
714771708|36|F|0|College|Unknown|Unknown|Blue|26|3|3|4692|0|4692|4281|69|Ekzistues
709711758|45|F|3|Uneducated|Divorced|Less than $40K|Blue|32|2|2|1942|0|1942|1853|31|Larguar
721137558|40|M|4|Graduate|Divorced|$40K - $60K|Blue|28|2|3|5821|894|4927|2011|42|Larguar
820268358|48|F|4|Post-Graduate|Unknown|Less than $40K|Blue|43|1|3|2357|1462|895|4534|75|Ekzistues
709273383|54|F|0|Unknown|Married|Unknown|Blue|36|1|2|8294|696|7598|4136|77|Ekzistues
822959133|32|F|3|Post-Graduate|Married|$40K - $60K|Blue|26|3|3|3174|2084|1090|4508|83|Ekzistues
720491958|34|F|3|Uneducated|Single|Less than $40K|Blue|36|3|3|1438.3|0|1438.3|4302|74|Ekzistues
713607108|46|F|2|College|Divorced|Less than $40K|Blue|31|1|2|1852|1428|424|4486|61|Ekzistues
709729533|47|M|3|Uneducated|Single|$40K - $60K|Blue|39|3|1|1809|457|1352|2169|49|Larguar
717890583|48|F|1|Graduate|Divorced|$40K - $60K|Blue|38|1|2|3503|1572|1931|4671|93|Ekzistues
718384233|52|M|5|Doctorate|Single|$40K - $60K|Silver|39|2|2|17835|868|16967|4258|58|Ekzistues
713401758|45|M|2|Uneducated|Married|$120K +|Blue|36|2|3|3383|1458|1925|4897|75|Ekzistues
773257233|46|F|4|Unknown|Single|Less than $40K|Blue|39|2|3|7128|1457|5671|3534|70|Ekzistues
713556033|36|F|1|Graduate|Married|Less than $40K|Blue|22|2|3|1438.3|790|648.3|3959|59|Ekzistues
719265108|42|F|3|High School|Married|Less than $40K|Blue|33|3|2|3815|1190|2625|4430|94|Ekzistues
778740708|39|F|3|Graduate|Married|Less than $40K|Blue|27|3|2|1902|962|940|4203|69|Ekzistues
710952933|43|F|1|Uneducated|Divorced|Less than $40K|Blue|36|2|3|2077|1254|823|4226|75|Ekzistues
720991833|48|F|2|Doctorate|Married|Less than $40K|Blue|36|3|4|2514|2090|424|2603|53|Larguar
779954658|56|M|4|High School|Single|$80K - $120K|Blue|40|3|3|34516|0|34516|4714|82|Ekzistues
714204108|45|F|5|Graduate|Single|Less than $40K|Blue|38|3|0|2144|1492|652|3859|55|Ekzistues
805546308|65|F|0|High School|Single|Less than $40K|Blue|56|3|2|5951|2517|3434|4554|83|Ekzistues
716244933|54|F|3|High School|Divorced|Unknown|Blue|36|5|3|4806|0|4806|4674|87|Ekzistues
712018233|42|F|3|Graduate|Single|Unknown|Blue|34|3|3|16612|2517|14095|4697|94|Ekzistues
802878408|53|F|1|Graduate|Married|$40K - $60K|Blue|47|2|2|2799|0|2799|4116|88|Ekzistues
719504433|63|M|0|Unknown|Single|$40K - $60K|Silver|54|3|3|18064|1695|16369|3434|71|Ekzistues
794558658|49|F|4|Graduate|Married|Less than $40K|Blue|34|1|3|2560|1430|1130|4783|86|Ekzistues
711634008|42|F|3|Uneducated|Married|Less than $40K|Blue|36|2|2|5821|0|5821|4591|70|Ekzistues
708260208|43|F|5|Uneducated|Single|Less than $40K|Blue|36|3|2|2057|1279|778|4321|76|Ekzistues
713435058|49|F|5|High School|Divorced|Less than $40K|Blue|42|2|3|1972|1489|483|4715|66|Ekzistues
719656533|44|M|3|High School|Married|$60K - $80K|Blue|36|2|3|2675|0|2675|4149|79|Ekzistues
719709558|48|M|3|Graduate|Married|$40K - $60K|Blue|33|1|2|6223|2126|4097|4518|79|Ekzistues
710311233|44|F|4|High School|Single|Unknown|Blue|37|3|3|7632|0|7632|4498|86|Ekzistues
719216508|55|F|1|Unknown|Unknown|Less than $40K|Blue|36|2|1|3258|2517|741|4960|77|Ekzistues
713105508|46|M|3|High School|Single|$60K - $80K|Silver|29|3|3|34516|2040|32476|3754|53|Ekzistues
710719683|49|F|1|High School|Divorced|$40K - $60K|Blue|43|3|2|3054|845|2209|4460|88|Ekzistues
817892208|35|F|2|Doctorate|Single|Less than $40K|Blue|30|1|1|1438.3|0|1438.3|4006|72|Ekzistues
714102183|50|M|3|Uneducated|Single|$120K +|Blue|36|2|3|7970|2282|5688|1872|41|Larguar
715410783|55|F|1|Unknown|Single|Less than $40K|Blue|36|2|3|1836|572|1264|2400|34|Larguar
718202658|47|M|3|Graduate|Unknown|$120K +|Blue|36|2|3|9397|795|8602|5265|98|Ekzistues
719445633|60|F|0|Uneducated|Married|Less than $40K|Blue|36|2|3|1601|0|1601|4919|69|Ekzistues
709820658|45|M|4|High School|Married|$80K - $120K|Blue|36|2|3|34516|1170|33346|3785|64|Ekzistues
718481283|51|F|1|High School|Married|Less than $40K|Blue|43|1|3|1822|1114|708|5210|73|Ekzistues
789300408|41|M|4|High School|Married|Less than $40K|Blue|30|2|2|1614|700|914|4293|87|Ekzistues
711970533|54|F|4|Unknown|Married|Less than $40K|Blue|41|2|0|1491|1349|142|4365|71|Ekzistues
815088483|28|F|1|Graduate|Divorced|Less than $40K|Blue|23|1|3|2543|1156|1387|3864|64|Ekzistues
717139608|50|F|2|College|Divorced|Less than $40K|Blue|36|2|3|3462|1817|1645|4635|65|Ekzistues
717626508|44|F|3|Graduate|Married|Less than $40K|Blue|36|3|1|1699|0|1699|5495|87|Ekzistues
767668908|46|F|3|Graduate|Married|Unknown|Blue|40|4|3|13095|1836|11259|1552|32|Larguar
712484733|47|M|5|Unknown|Single|$60K - $80K|Blue|32|2|3|8823|2517|6306|4674|85|Ekzistues
716216958|48|M|1|Uneducated|Married|$60K - $80K|Blue|42|1|1|4429|883|3546|4386|63|Ekzistues
714246333|58|F|4|High School|Married|Unknown|Blue|48|4|3|5396|1803|3593|2107|39|Larguar
718693683|65|F|0|High School|Single|$40K - $60K|Blue|53|1|3|2418|2205|213|3918|74|Ekzistues
716298633|56|F|1|Graduate|Single|Less than $40K|Blue|47|2|3|2086|1792|294|5774|84|Ekzistues
755661933|48|F|3|Graduate|Single|$40K - $60K|Blue|41|3|3|1899|671|1228|2434|45|Larguar
712914783|43|M|5|Graduate|Single|$40K - $60K|Blue|31|1|2|7564|0|7564|4743|82|Ekzistues
711240108|41|M|2|Graduate|Married|$60K - $80K|Blue|31|2|2|13116|1225|11891|4800|61|Ekzistues
721396758|35|F|4|Doctorate|Married|Less than $40K|Blue|36|1|3|1438.3|606|832.3|5062|80|Ekzistues
715636533|48|F|3|High School|Married|Less than $40K|Blue|36|1|2|3716|0|3716|4833|73|Ekzistues
711508608|50|F|1|Unknown|Married|Less than $40K|Blue|36|5|3|3069|1482|1587|4351|74|Ekzistues
716669658|51|F|1|High School|Single|Less than $40K|Blue|33|3|3|2006|1608|398|2760|38|Larguar
718212633|45|F|4|High School|Married|$40K - $60K|Blue|36|2|1|2948|2232|716|3635|79|Ekzistues
708357183|47|F|3|Unknown|Single|Less than $40K|Blue|38|2|3|1438.3|0|1438.3|3511|64|Ekzistues
713629533|35|F|1|Uneducated|Married|Less than $40K|Blue|36|2|3|1438.3|670|768.3|4321|83|Ekzistues
771450708|58|F|3|Graduate|Married|$40K - $60K|Blue|46|3|1|4669|1913|2756|4363|73|Ekzistues
711311883|48|F|2|Graduate|Married|Less than $40K|Silver|35|2|2|13994|0|13994|3299|63|Ekzistues
802673508|57|M|2|Graduate|Single|$120K +|Blue|51|5|3|8760|0|8760|2460|39|Larguar
708113208|53|F|1|High School|Married|Less than $40K|Blue|36|2|2|1688|0|1688|4375|69|Ekzistues
788786208|46|F|2|College|Married|Unknown|Blue|27|3|3|9881|1794|8087|4725|85|Ekzistues
720043533|39|M|4|Graduate|Single|$60K - $80K|Blue|26|2|0|4534|917|3617|4211|66|Ekzistues
801083133|57|F|4|Uneducated|Single|Less than $40K|Blue|51|3|3|3545|1446|2099|3691|69|Ekzistues
716246733|57|F|2|College|Single|Less than $40K|Blue|49|2|2|1857|1528|329|4681|71|Ekzistues
807157833|56|F|4|Uneducated|Single|Unknown|Blue|51|1|1|3334|1272|2062|4284|73|Ekzistues
721032633|55|F|3|Unknown|Single|$40K - $60K|Blue|32|3|4|2496|1999|497|2590|50|Larguar
828285858|41|F|3|College|Married|Less than $40K|Blue|37|1|2|1438.3|765|673.3|4053|66|Ekzistues
718890933|45|F|4|Doctorate|Married|Less than $40K|Blue|27|2|2|1438.3|0|1438.3|2429|38|Larguar
711148308|52|M|3|Graduate|Single|$60K - $80K|Blue|46|2|2|9357|1285|8072|4173|77|Ekzistues
712810233|40|F|2|Graduate|Married|Less than $40K|Blue|36|2|3|2423|1674|749|4258|80|Ekzistues
714098883|45|F|1|Graduate|Single|$40K - $60K|Blue|36|2|2|1936|1613|323|4773|80|Ekzistues
779327733|43|M|1|Graduate|Divorced|$60K - $80K|Blue|25|3|3|1783|1014|769|3861|81|Ekzistues
716364408|59|F|0|Unknown|Married|Less than $40K|Blue|36|1|2|1438.3|0|1438.3|4155|62|Ekzistues
710461083|56|F|2|Graduate|Single|Less than $40K|Blue|46|1|3|1438.3|0|1438.3|4333|84|Ekzistues
709306983|44|F|2|Post-Graduate|Married|Less than $40K|Silver|36|3|2|10580|1023|9557|4721|81|Ekzistues
769035933|54|F|2|Unknown|Single|Less than $40K|Blue|48|3|2|4597|1316|3281|3507|68|Ekzistues
813182658|49|F|4|High School|Married|Less than $40K|Blue|44|2|3|1656|929|727|4408|79|Ekzistues
781110408|39|F|0|High School|Single|Less than $40K|Blue|23|3|2|3279|0|3279|5048|75|Ekzistues
818007783|49|F|3|College|Married|$40K - $60K|Blue|44|2|3|2578|1590|988|4683|89|Ekzistues
708862233|44|F|4|Graduate|Married|$40K - $60K|Blue|30|3|3|4068|0|4068|5161|83|Ekzistues
714006333|42|F|4|Graduate|Married|Less than $40K|Blue|36|2|3|2128|528|1600|2289|41|Larguar
770596458|45|F|2|Doctorate|Married|Less than $40K|Blue|31|3|4|2704|2262|442|2362|39|Larguar
789392883|38|F|3|Post-Graduate|Unknown|Less than $40K|Blue|29|1|0|1878|1247|631|4650|71|Ekzistues
803805483|46|F|3|College|Married|Unknown|Blue|40|3|3|10600|0|10600|4697|67|Ekzistues
709534083|58|F|0|Uneducated|Divorced|Less than $40K|Blue|36|2|6|9909|0|9909|1844|41|Larguar
710579583|57|F|1|Graduate|Married|Less than $40K|Blue|50|2|3|1665|983|682|4420|86|Ekzistues
708949908|50|M|1|Graduate|Divorced|$120K +|Blue|42|3|2|1656|0|1656|2073|44|Larguar
711907083|53|M|1|High School|Unknown|$80K - $120K|Blue|36|3|4|14111|1034|13077|2950|64|Ekzistues
718696458|52|F|1|Graduate|Married|Less than $40K|Blue|42|2|3|2012|1230|782|3822|68|Ekzistues
710611683|43|F|2|Post-Graduate|Married|Less than $40K|Blue|31|1|1|2837|1807|1030|4279|83|Ekzistues
721511883|40|F|3|Graduate|Single|Less than $40K|Blue|28|2|2|1709|0|1709|4981|79|Ekzistues
779116158|49|F|1|Unknown|Married|Less than $40K|Blue|31|2|1|5714|868|4846|4331|85|Ekzistues
720193533|41|M|3|Unknown|Married|$60K - $80K|Blue|32|1|3|5071|1043|4028|3358|62|Ekzistues
753094533|51|M|3|Uneducated|Married|$80K - $120K|Blue|44|3|3|24028|0|24028|3531|73|Ekzistues
719545983|31|F|2|Post-Graduate|Unknown|Unknown|Blue|13|3|3|13882|0|13882|4798|82|Ekzistues
716494383|49|F|3|Graduate|Unknown|$40K - $60K|Blue|41|2|2|3585|931|2654|4399|78|Ekzistues
769892058|40|M|3|Uneducated|Single|$80K - $120K|Blue|34|2|2|9124|2126|6998|4564|65|Ekzistues
709098108|45|F|4|Graduate|Married|Unknown|Blue|35|2|2|2705|0|2705|4749|80|Ekzistues
715705683|56|F|1|Graduate|Single|Less than $40K|Blue|36|3|2|1936|1101|835|4578|70|Ekzistues
715724808|49|M|3|High School|Married|$80K - $120K|Blue|41|2|3|8051|2138|5913|4370|83|Ekzistues
717123858|36|F|1|Graduate|Married|$40K - $60K|Blue|36|1|3|3635|1617|2018|4045|62|Ekzistues
716236683|46|F|1|High School|Married|Less than $40K|Blue|37|2|2|2532|1487|1045|4143|71|Ekzistues
771224358|54|F|4|Unknown|Married|Less than $40K|Blue|41|1|3|2028|0|2028|4030|78|Ekzistues
779310033|42|F|4|Doctorate|Married|Less than $40K|Blue|24|2|3|4304|0|4304|1788|36|Larguar
710595783|46|F|3|Graduate|Unknown|Unknown|Blue|39|1|2|6644|2082|4562|4659|76|Ekzistues
711409833|45|F|5|Uneducated|Married|Less than $40K|Blue|33|1|3|1830|650|1180|4838|71|Ekzistues
721174008|37|M|2|Uneducated|Married|$120K +|Blue|23|3|3|7607|2170|5437|4495|77|Ekzistues
714192933|55|F|3|Graduate|Single|Less than $40K|Blue|36|3|5|2060|0|2060|1976|44|Larguar
709632483|49|F|2|High School|Single|Less than $40K|Blue|40|2|2|1438.3|906|532.3|4457|84|Ekzistues
718431258|41|M|4|High School|Single|$60K - $80K|Blue|28|3|3|3126|1503|1623|3662|74|Ekzistues
817029108|47|F|4|Post-Graduate|Single|$40K - $60K|Blue|27|6|3|6885|1611|5274|3804|67|Ekzistues
796931508|42|M|4|High School|Unknown|$60K - $80K|Blue|36|3|4|1871|0|1871|2593|48|Larguar
769577358|31|F|0|Graduate|Single|Less than $40K|Blue|17|2|3|2787|1761|1026|4358|89|Ekzistues
815589558|50|M|2|Post-Graduate|Married|$80K - $120K|Blue|45|3|2|1867|1478|389|4097|70|Ekzistues
714287583|41|F|3|Unknown|Married|Less than $40K|Blue|32|2|3|1438.3|0|1438.3|1852|38|Larguar
718975083|47|F|4|Graduate|Single|Less than $40K|Blue|40|4|3|2473|0|2473|2133|44|Larguar
715315008|40|M|4|Post-Graduate|Single|$40K - $60K|Blue|30|3|2|4640|1555|3085|3870|70|Ekzistues
779252283|47|F|4|High School|Married|Less than $40K|Blue|29|3|0|2712|2411|301|5201|82|Ekzistues
714031083|46|F|3|Graduate|Unknown|Unknown|Blue|30|2|1|8869|0|8869|1935|40|Larguar
772442883|51|F|4|Graduate|Married|Unknown|Blue|41|3|5|3853|696|3157|2443|38|Larguar
714533058|53|F|3|College|Married|Less than $40K|Blue|43|2|3|1438.3|721|717.3|4606|86|Ekzistues
716570958|50|M|3|Post-Graduate|Divorced|$60K - $80K|Blue|36|2|3|14409|511|13898|2351|39|Larguar
710116833|59|F|1|High School|Single|$40K - $60K|Blue|36|3|3|1665|0|1665|2748|40|Larguar
718586133|43|F|3|Graduate|Married|Less than $40K|Blue|31|1|3|2639|0|2639|4892|85|Ekzistues
773322558|59|F|2|High School|Married|Less than $40K|Blue|48|1|1|2338|1566|772|3964|69|Ekzistues
714554808|51|F|1|Graduate|Married|Less than $40K|Blue|40|3|0|2774|1362|1412|4802|91|Ekzistues
717903108|57|F|1|College|Single|Unknown|Blue|46|1|1|4283|488|3795|4689|65|Ekzistues
815908908|47|F|4|Uneducated|Single|Unknown|Blue|42|4|3|6263|2517|3746|2613|50|Larguar
771464808|35|F|2|Graduate|Single|Less than $40K|Blue|23|3|3|2317|1301|1016|4161|71|Ekzistues
708234558|55|F|2|College|Divorced|Less than $40K|Blue|43|2|1|2239|1340|899|4540|73|Ekzistues
715737258|41|F|1|College|Married|Less than $40K|Blue|32|3|3|2225|0|2225|4917|84|Ekzistues
710188308|51|F|3|Graduate|Single|Less than $40K|Blue|41|2|3|1519|1148|371|4927|73|Ekzistues
708670608|48|F|5|Uneducated|Married|Unknown|Blue|36|2|3|5495|2200|3295|5125|85|Ekzistues
714839808|51|F|3|Graduate|Married|Less than $40K|Blue|35|1|1|2141|1176|965|4317|64|Ekzistues
811140933|43|F|2|High School|Married|Less than $40K|Blue|29|1|2|2616|1786|830|5219|63|Ekzistues
788937933|39|F|3|Graduate|Divorced|Less than $40K|Blue|25|1|1|5494|1356|4138|3566|81|Ekzistues
721527858|52|F|3|High School|Married|Less than $40K|Blue|40|5|1|2003|1735|268|2343|42|Larguar
718265658|47|F|4|Uneducated|Single|Less than $40K|Blue|36|1|2|2092|1499|593|4130|80|Ekzistues
714312708|44|M|0|High School|Single|$60K - $80K|Blue|36|3|2|6606|2517|4089|4493|68|Ekzistues
715821183|42|F|4|College|Married|Unknown|Blue|23|3|2|7102|0|7102|4083|68|Ekzistues
709487058|51|F|2|Unknown|Married|Less than $40K|Silver|36|2|3|13812|1132|12680|3723|56|Ekzistues
712675158|56|M|1|Graduate|Single|$60K - $80K|Blue|36|3|2|7075|1676|5399|4160|75|Ekzistues
826473858|44|M|1|College|Single|$40K - $60K|Blue|40|1|2|4274|1680|2594|4820|60|Ekzistues
817382958|47|F|3|High School|Single|Less than $40K|Blue|31|1|3|2317|0|2317|4894|89|Ekzistues
712927383|51|F|2|Uneducated|Single|Less than $40K|Blue|36|3|3|1438.3|642|796.3|1939|49|Larguar
712894308|47|M|4|High School|Married|$80K - $120K|Blue|37|3|3|2888|0|2888|4345|75|Ekzistues
712349808|44|F|4|College|Single|Unknown|Blue|34|1|2|12310|670|11640|4176|76|Ekzistues
778780008|48|M|4|Unknown|Married|$60K - $80K|Blue|36|3|3|1622|1249|373|4164|66|Ekzistues
711430908|45|F|4|Graduate|Married|Less than $40K|Blue|34|2|1|1438.3|0|1438.3|2153|35|Larguar
779670783|40|M|3|Unknown|Single|$80K - $120K|Blue|23|2|2|12559|0|12559|4700|71|Ekzistues
718757808|56|F|1|Uneducated|Unknown|$40K - $60K|Blue|46|3|3|2929|1287|1642|3875|67|Ekzistues
779530908|48|F|3|Unknown|Divorced|Less than $40K|Blue|31|2|4|1438.3|0|1438.3|1897|58|Larguar
716389833|50|F|1|Unknown|Single|Less than $40K|Blue|40|1|2|2319|1026|1293|4099|74|Ekzistues
718469658|37|F|2|Uneducated|Married|Unknown|Blue|22|3|3|7927|996|6931|4094|85|Ekzistues
809849358|55|F|2|Graduate|Divorced|Less than $40K|Blue|50|6|3|1720|0|1720|2719|36|Larguar
